num name Uj_Vj Bj_Vj Bj_VjA Rj_Vj SQM_Vj SQM_VjA m_Bn m_Gn m_Rn i_sli i_msi i_ipi Bn_Vj Gn_Vj Rn_Vj m_VIIRS m_photo m_scoto m_photoA m_scotoA m_SQM m_SQMA m_Halpha m_Hbeta m_Vj m_VjA wave
113 LED_BR30_dim_domestic_use_softwithe_color_EnergySmart_brand_10W_120V_70Lum_3000K_15000H_ nan 1.90742978543 2.4634754833 0.0 0.604591200223 0.61175672773 -16.1978104771 -17.4394427493 -18.138058867 0.486723528579 0.288747491586 0.655536787158 1.47421053755 0.232578265352 -0.466037852369 -17.4489574153 -17.7961337913 -16.8764016324 -21.26369932 -20.0764347843 -17.0674298144 -20.4755434341 -17.7617916209 -16.7011863668 -17.6720210147 -21.0873001618 5819.2498994
114 LED_BR30_domestic_use_softwhite_color_Sylvania_brand_15W_120V_51_ 2.28124921883 2.07742959612 2.61422478306 0.0 0.604895923137 0.600644811456 -16.0668682096 -17.3976862564 -18.1970514285 0.456120386367 0.251232845903 0.6603049241 1.58280175834 0.251983711496 -0.547381460634 -17.480955702 -17.796171203 -16.8059848252 -21.2739584668 -20.0137137223 -17.0447740448 -20.4748113456 -17.8375759766 -16.6016997279 -17.6496699679 -21.075456157 5870.53118323
115 LED_BR40_dim_Flood_domestic_use_softwhite_color_Philips_brand_14_ 0.849683353575 2.07393136694 2.6229424331 0.0 0.599918361597 0.596519378654 -16.0568700672 -17.3806373969 -18.2162784471 0.443830595939 0.248419834748 0.663144540625 1.58422751323 0.260460183572 -0.575180866626 -17.4846712091 -17.7961743275 -16.7763694656 -21.2773101512 -19.9855077652 -17.0411792189 -20.4744804358 -17.8417516064 -16.5428289375 -17.6410975805 -21.0709998144 5876.02171752
116 LED_Bridgelux_2760_filtered_streetlight_use_softwhite_color_LedTech_brand_2260K_56W_ nan 3.45016872964 4.08191446024 0.0 0.713916121942 0.703589969764 -14.6060993066 -17.2219770845 -18.2123396393 0.238464390039 0.0862848083961 0.444393653795 2.93665666931 0.320778891446 -0.669583663355 -17.1693821549 -17.7959395558 -16.1038033529 -21.2984561911 -19.4539758974 -16.828839854 -20.3167002012 -16.0964180783 -14.326476532 -17.5427559759 -21.020290171 5866.16864521
117 LED_Candelabra_domestic_use_softwhite_color_Philips_brand_3_ 7.6136066346 2.22953354462 2.75184028496 0.0 0.628046437555 0.618872364511 -15.9144728476 -17.3745053391 -18.22919971 0.434005441545 0.223808712651 0.629110887843 1.72854513898 0.268512647454 -0.586181723428 -17.4388626589 -17.7961698134 -16.7520580407 -21.2782080937 -19.9703337401 -17.014971549 -20.4531881024 -17.6783086354 -16.597751401 -17.6430179866 -21.0720604669 5873.83805743
118 LED_CandleLight_B11_dim_domestic_use_softwhite_color_Philips_brand_3_ 0.776829418353 2.08498473823 2.61698451207 0.0 0.611427063001 0.611126399464 -16.0574009102 -17.3939457347 -18.2099276581 0.456857701649 0.24899235509 0.637124868156 1.59112818585 0.254583361413 -0.561398561978 -17.4342445506 -17.7961701911 -16.8077280509 -21.2741258328 -20.0147019948 -17.0371020331 -20.4629427608 -17.6663587821 -16.6527271914 -17.6485290961 -21.0740691603 5848.2790862
119 LED_CandleLight_dim_domestic_use_softwhite_color_Philips_brand_4W_120V_80Lum_2700K_bernard_ nan 2.10958813001 2.70501580277 0.0 0.650757728816 0.65331998103 -15.8571081468 -17.3201529628 -18.3082962506 0.413248744404 0.241863302297 0.579843986949 1.79197537548 0.328930559479 -0.659212728301 -17.3420852406 -17.7960652912 -16.6987464 -21.2868837664 -19.922600739 -16.9983257935 -20.4265749113 -16.1939714979 -16.5221994882 -17.6490835223 -21.0798948923 5792.37365901
120 LED_Ceiling_light_domestic_use_coolwhite_color_RAB_design_brand_14W_5000K_88Lum_120V_ 0.903495696467 1.21633033576 1.77333136213 0.0 0.550345365422 0.646859621782 -16.9658944751 -17.6380870608 -17.7537613335 0.695693384822 0.544858827737 0.62234476583 0.793698486002 0.121505900321 0.00583162756207 -17.1352545421 -17.7958753631 -17.2639445373 -21.2063844699 -20.4060382684 -17.2092475957 -20.4840403645 -16.7607083299 -16.9028453074 -17.7595929611 -21.1308999862 5466.04598978
121 LED_Cylinder_1012_domestic_use_coolwhite_color_DALS_brand_15W_70Lum_4000K_120V_ nan 1.30557551733 1.84206092222 0.0 0.517367202497 0.587955698177 -16.8964103291 -17.5768304394 -17.9686368449 0.680071413983 0.49294772387 0.683257392422 0.828855498266 0.14843538796 -0.243371017541 -17.3010499707 -17.7961096421 -17.2392512663 -21.2286909879 -20.3770934146 -17.2078986249 -20.5214008628 -17.3640444701 -17.0632801471 -17.7252658274 -21.109356561 5600.7985331
122 LED_Cylinder_1014_domestic_use_coolwhite_color_DALS_brand_20W_90Lum_4000K_120V_ 0.952601211152 1.35854003037 1.88603319118 0.0 0.518334765701 0.581463842194 -16.8667250961 -17.5707115296 -17.9786231987 0.67196894416 0.472028893289 0.689409108012 0.852100177805 0.148113744229 -0.25979792481 -17.3356400562 -17.7961203483 -17.2262584911 -21.2313861595 -20.3662711815 -17.2004905082 -20.5245886584 -17.4941957393 -17.0216687875 -17.7188252739 -21.1060525005 5635.37450023
123 LED_Encaster4inchCalculite_domestic_use_coolwhite_color_Philips_brand_14W_1000lm_3500K_ nan 1.82554367333 2.39016860329 0.0 0.615057197967 0.631808945164 -16.3025875505 -17.4842659133 -18.0312773843 0.504003095471 0.315674627489 0.6406721722 1.38820100776 0.206522644924 -0.340488826095 -17.415408938 -17.7960132862 -16.9142926525 -21.2513131392 -20.1126972782 -17.0757313603 -20.467104608 -17.7295708378 -16.5314643615 -17.6907885582 -21.0989135532 5782.31330308
124 LED_Encaster4inchCalculite_domestic_use_softwhite_color_Philips_brand_20W_1500lm_3000K_ nan 2.029221243 2.57429759257 0.0 0.619711244694 0.617975537891 -16.0699290167 -17.4261394964 -18.1589957454 0.470482169488 0.262663509396 0.643884126877 1.59845674024 0.242246260589 -0.490609988423 -17.4526497284 -17.7961427012 -16.8395607072 -21.2668245547 -20.0486907619 -17.0486745123 -20.4677769765 -17.7424445679 -16.7139841108 -17.668385757 -21.0857525144 5838.23419175
125 LED_Encaster7inchCalculite_domestic_use_softwhite_color_Philips_brand_22W_1500lm_3000K_ nan 2.12714840011 2.69024376868 0.0 0.629024775377 0.617358138498 -15.9717103862 -17.4193280994 -18.1294718613 0.439297025057 0.245441719101 0.660334288473 1.69164417541 0.244026462159 -0.466117299747 -17.510622041 -17.7960755671 -16.7652639827 -21.2681085206 -19.989568564 -17.0343297862 -20.4687336529 -17.9629382057 -16.3769413516 -17.6633545616 -21.0860917914 5887.12225504
126 LED_Encaster_Calculite_domestic_use_softwhite_color_Philips_brand_22W_1500lm_7inch_3000K_ nan 2.12714840011 2.69024376868 0.0 0.629024775377 0.617358138498 -15.9717103862 -17.4193280994 -18.1294718613 0.439297025057 0.245441719101 0.660334288473 1.69164417541 0.244026462159 -0.466117299747 -17.510622041 -17.7960755671 -16.7652639827 -21.2681085206 -19.989568564 -17.0343297862 -20.4687336529 -17.9629382057 -16.3769413516 -17.6633545616 -21.0860917914 5887.12225504
127 LED_Encastre10_ nan 2.16245978317 2.70331229043 0.0 0.673828398521 0.671567407428 -15.9149950074 -17.410678753 -18.1862506627 0.456575696331 0.246580668087 0.575043178881 1.76791183585 0.272228090199 -0.503343819494 -17.3427438857 -17.7960526817 -16.8069093592 -21.2696105554 -20.0282764085 -17.0090784447 -20.4264612534 -16.6689225531 -16.6254864005 -17.6829068432 -21.0980286608 5790.39074188
128 LED_Espoz_Mina nan 1.51130465947 2.10980613074 0.0 0.540362377484 0.589335024978 -18.7122332354 -19.589049929 -20.2402505559 0.527703161224 0.386517331646 0.667377244704 1.08891014584 0.212093452206 -0.439107174732 -19.5219246444 -19.9312729171 -19.0988977092 -23.3924354994 -22.267029424 -19.2607810037 -22.6271414786 -19.6570248417 -18.7307433721 -19.8011433812 -23.2164765036 5725.08630063
129 LED_G25Bombilla_domestic_use_softwhite_color_Sylvania_brand_8W_120V_56_ 1.55891774452 1.80254897009 2.35862293451 0.0 0.588943867334 0.593879995384 -16.3184091461 -17.4700501815 -18.1068031114 0.516479355636 0.321419797093 0.705929669373 1.37247920802 0.220838172669 -0.415914757233 -17.5264053762 -17.7961347264 -16.9407136439 -21.2580128826 -20.1319680914 -17.1019444868 -20.5050113979 -18.0199036092 -16.7309256135 -17.6908883542 -21.0988913933 5836.39627132
130 LED_LiteBook_Elite_1000Lux_lighttherapy_use_coolwhite_color_LiteBook_brand_ nan 0.645148293039 1.12845266354 0.0 0.242988470057 0.401608523473 -17.6798638164 -17.7524921266 -17.7765841325 1.07579324838 0.849894507142 0.84559006104 0.0362628939043 -0.0363654163615 -0.0604574222095 -17.1383842415 -17.7963448207 -17.737139814 -21.1853352294 -20.7977185616 -17.4731382402 -20.6759917484 -17.0052369267 -17.5210188752 -17.7161267103 -21.0776002719 5353.92734598
131 LED_Luminette_1000Lux_lighttherapy_use_coolwhite_color_Lucimed_brand_ nan 1.02663288374 1.58760143086 0.0 0.514179839553 0.633282773965 -17.1390547886 -17.6786862782 -17.6930948078 0.764604099835 0.6460981956 0.655452450482 0.645749081742 0.106117592071 0.0917090624623 -17.0927940403 -17.7958696259 -17.366385825 -21.1933442464 -20.4929415853 -17.2706240307 -20.5099238524 -16.5448910081 -17.0976716456 -17.7848038703 -21.1432066264 5376.56496903
132 LED_Lytepro7_Architectural_Wall_Sconce_outdoor_use_softwhite_color_Philips_brand_13W_120_200V_42_ 13.5361316077 5.22143271107 5.74983444742 0.0 0.658296605041 0.619088918006 -13.1894218348 -17.0534114597 -18.4269993214 0.169418262465 0.0387186503539 0.547711702139 4.29099553036 0.427005905489 -0.946581956246 -17.412585592 -17.7961299982 -15.7336919362 -21.3302441282 -19.1522808781 -16.8221207601 -20.3711830114 -17.4436055373 -13.2783928983 -17.4804173652 -20.9902719294 6037.5056109
133 LED_MR16_domestic_use_coolwhite_color_Philips_brand_10W_120V_44Lm_4000K_ nan 1.48117403144 2.01906778113 0.0 0.56135973717 0.612482700408 -16.696014607 -17.5558210819 -17.9833766417 0.625823318174 0.423868102776 0.657088660911 1.02523835297 0.165431878104 -0.262123681758 -17.3218125819 -17.7960927559 -17.1490592608 -21.2343060448 -20.3071746482 -17.1598932228 -20.4970537239 -17.4326491586 -17.0123295486 -17.72125296 -21.1095364243 5652.62516378
134 LED_MR16_domestic_use_softwhite_color_Philips_brand_10W_120V_49_ 6.73428954395 1.9971156095 2.53894489003 0.0 0.617038731881 0.624148634923 -16.1557183283 -17.4326974599 -18.1319409954 0.473751605997 0.270912119856 0.629706929223 1.50824516275 0.231266031183 -0.467977504297 -17.411457223 -17.7960891979 -16.8471518732 -21.2644343936 -20.0515807599 -17.0469247592 -20.4588953455 -17.6608420467 -16.5678872084 -17.6639634911 -21.0830439804 5820.06717932
135 LED_MR16_domestic_use_softwhite_color_Philips_brand_10W_65Lm_120V_2700K_ nan 2.07347413541 2.61614378347 0.0 0.601595463317 0.590495308386 -16.0270910393 -17.3813294358 -18.2471251572 0.453463536228 0.252724146982 0.684994430541 1.62540688408 0.271168487612 -0.594627233796 -17.5261922303 -17.7962157249 -16.7995635306 -21.2784280224 -20.0073876142 -17.0509024601 -20.4874158961 -17.9300666658 -16.6886796995 -17.6524979234 -21.0779112045 5890.03932755
136 LED_MR16_domestic_use_softwhite_color_TCPElite_brand_7W_120V_71Lm_2400K_ nan 2.02110134624 2.57238560177 0.0 0.578034900568 0.565141245859 -16.0895346971 -17.3815358033 -18.2371712314 0.455314888511 0.260763795415 0.723939129374 1.55728288354 0.26528177737 -0.59035365075 -17.591198753 -17.7962321912 -16.804022787 -21.2792297846 -20.0080037517 -17.0687826801 -20.5099538317 -18.1210195053 -16.6243125097 -17.6468175806 -21.0750950775 5914.68708207
137 LED_MR16_domestic_use_softwhite_color_TCPElite_brand_7W_120V_71Lm_2700K_ nan 1.88919666375 2.44346889185 0.0 0.579713131779 0.58614120933 -16.2386762652 -17.4109504645 -18.1900434286 0.481171181795 0.289896939963 0.683273505245 1.41668471259 0.244410513323 -0.534682450848 -17.4911939623 -17.7961742282 -16.863963451 -21.27092686 -20.0570682281 -17.075647846 -20.4917240201 -17.8698386973 -16.6537745442 -17.6553609778 -21.0778652294 5844.96227628
138 LED_MR16_domestic_use_warm_softwhite_color_Philips_brand_10W_120V_40_ 7.46277349205 2.23711507998 2.77610889569 0.0 0.641991498237 0.626590599697 -15.8670438637 -17.3970835406 -18.1864595721 0.431994553031 0.226662850778 0.638709915955 1.79137434713 0.261334670314 -0.528041361218 -17.4755734448 -17.7961143298 -16.7470238248 -21.273239471 -19.9737889422 -17.0164267126 -20.4560572264 -17.8203407499 -16.521249536 -17.6584182109 -21.0826478261 5886.15588586
139 LED_Moncloa 9.07104353775 1.52289120286 2.13535022917 0.0 0.544065538929 0.59324689647 -18.7872183238 -19.6914406761 -20.3788235006 0.509908098644 0.379364847042 0.671037222139 1.12752671187 0.223304359612 -0.464078464965 -19.6496668225 -20.0494420777 -19.1790882443 -23.5141512476 -22.3521360853 -19.3706794968 -22.7397593652 -19.8026600678 -18.7979290378 -19.9147450357 -23.3330062617 5736.37260493
140 LED_PAR20_BlackBulbBody_dim_domestic_use_softwhite_color_EnergySmart_band_7W_47_ nan 1.91256905624 2.46014055062 0.0 0.601142401431 0.612540407379 -16.237084195 -17.435044273 -18.1394549583 0.486325599643 0.288777163259 0.647041270559 1.42766278553 0.229702707455 -0.474707977821 -17.4256669563 -17.7961118311 -16.8755524842 -21.26441618 -20.0721701356 -17.0636045791 -20.4705445381 -17.7012903064 -16.5964524786 -17.6647469805 -21.0830849455 5814.47410992
141 LED_PAR20_BlackBulbBody_domestic_usesoftwhite_color_EnergySmart_brand_7W_47_1Lum_2700K_25000H_ nan 2.2839576576 2.80722644759 0.0 0.61669030129 0.602130301618 -15.8832772613 -17.3641049623 -18.2286403613 0.41983154729 0.213422414786 0.651481699692 1.74837935651 0.267551655486 -0.596983743463 -17.4934249094 -17.7961625005 -16.7161218226 -21.2811715131 -19.9389909945 -17.0149663165 -20.4645755179 -17.8632011911 -16.4374639788 -17.6316566178 -21.0667058195 5909.1795451
142 LED_PAR20_Definity_domestic_use_softwhite_color_LightingScience_brand_8W_60Lum_120V_3000K_500000H_ nan 2.12355762342 2.63820995131 0.0 0.632783288615 0.626298102618 -16.0525939499 -17.438981908 -18.1353983315 0.473871023782 0.252059722433 0.637846936388 1.62002638873 0.233638430667 -0.462777992914 -17.4510430902 -17.7961109583 -16.8473684212 -21.2645178472 -20.0584986351 -17.03983705 -20.4625174509 -17.7787724095 -16.6279690351 -17.6726203386 -21.0888155535 5854.3762398
143 LED_PAR20_Flood_domestic_use_softwhite_color_Philips_brand_8W_120V_58_ nan 1.98185731726 2.52253285731 0.0 0.633156587191 0.633201256771 -16.117835361 -17.4494683026 -18.1434560116 0.490141291679 0.28092303333 0.641059563986 1.57116161726 0.239528675597 -0.454459033345 -17.4339726045 -17.7961189997 -16.883907569 -21.261420924 -20.0894977547 -17.055840391 -20.4646388545 -17.7101270604 -16.7842712382 -17.6889969782 -21.0978401113 5819.73353708
144 LED_PAR20_dim_domestic_use_coolwhite_color_LightingScience_brand_8W_46_ nan 1.5193817239 2.05485893479 0.0 0.572920035561 0.613699139856 -16.6670329674 -17.5661434689 -17.9555197214 0.62234089033 0.419381875289 0.675685908032 1.06524889462 0.166138393146 -0.223237859385 -17.3850962194 -17.7960652037 -17.1429774969 -21.2321130159 -20.3059336712 -17.1593618265 -20.5043376479 -17.6791410217 -16.9577757517 -17.732281862 -21.1180367878 5690.26942184
145 LED_PAR20_dim_domestic_use_coolwhite_color_LightingScience_brand_8W_52_ 3.33634816104 0.962052799305 1.56868355448 0.0 0.477077928344 0.601075962191 -17.1207552525 -17.6108989758 -17.8348619269 0.698728521159 0.64546287886 0.693858659615 0.624147541995 0.134003818675 -0.0899591324259 -17.1668819699 -17.7958919511 -17.2687251443 -21.2122104428 -20.3935772276 -17.2678248661 -20.5204913655 -16.880708304 -16.8749464561 -17.7449027945 -21.1215673277 5422.77612475
146 LED_PAR20_dim_domestic_use_coolwhite_color_Standard_brand_8W_61Lum_120V_5000K_50000H_ 4.94491513865 1.0608094788 1.6780982351 0.0 0.522706253839 0.637326615477 -16.9888251921 -17.6122291191 -17.7865989315 0.657489948852 0.592960326673 0.655169581673 0.761544386291 0.138140459328 -0.0362293531 -17.1444985272 -17.7958292989 -17.2027572715 -21.2111553876 -20.3462612995 -17.2276633246 -20.4896981207 -16.8140331682 -16.7830528232 -17.7503695784 -21.1270247362 5432.70050153
147 LED_PAR20_dim_domestic_use_softwhite_color_EnergySmart_brand_7W_47_ nan 2.2839576576 2.80722644759 0.0 0.61669030129 0.602130301618 -15.8832772613 -17.3641049623 -18.2286403613 0.41983154729 0.213422414786 0.651481699692 1.74837935651 0.267551655486 -0.596983743463 -17.4934249094 -17.7961625005 -16.7161218226 -21.2811715131 -19.9389909945 -17.0149663165 -20.4645755179 -17.8632011911 -16.4374639788 -17.6316566178 -21.0667058195 5909.1795451
148 LED_PAR20_dim_domestic_use_softwhite_color_LightingScience_brand_8W_43_ nan 1.97482188401 2.50633592201 0.0 0.612763446691 0.606926881919 -16.1823709096 -17.4625406584 -18.1077428663 0.49802768116 0.284305693991 0.68350705304 1.50441584406 0.224246095286 -0.420956112681 -17.5189090522 -17.7961229195 -16.9012622456 -21.25988584 -20.1034334401 -17.074023307 -20.4902945977 -18.0020357374 -16.6796797091 -17.6867867536 -21.0972214796 5861.67471711
149 LED_PAR20_domestic_use_coolwhite_color_Globe_brand_2_ 8.77268741001 2.42538253338 2.95499881056 0.0 0.807627567225 0.817240327615 -15.6261886778 -17.5456189774 -17.8031071398 0.453868200332 0.218635585962 0.408026871361 2.11163408905 0.192203789482 -0.065284372897 -17.0287273907 -17.795697658 -16.8006465959 -21.2287922133 -20.060311829 -16.9301951996 -20.3112461323 -15.4189746696 -16.4488057692 -17.7378227669 -21.1284864599 5635.73556639
150 LED_PAR20_domestic_use_coolwhite_color_Ledtech_brand_8W_120V_E26_3816K_ nan 1.51177097399 2.06339723204 0.0 0.574922356495 0.629936129129 -16.6563251076 -17.5468512458 -17.9571118648 0.597771697389 0.41115504138 0.628662237697 1.05679878207 0.166272643952 -0.243987975104 -17.2792773317 -17.7960108804 -17.0993794404 -21.2347039627 -20.2639152435 -17.1382015332 -20.4763428482 -17.2912241459 -16.8206161988 -17.7131238897 -21.1062789773 5640.504028
151 LED_PAR20_domestic_use_coolwhite_color_Ledtech_brand_8W_120V_E26_5896K_ 2.74320811897 0.875571669349 1.47768906429 0.0 0.462055591787 0.599210241143 -17.2045442159 -17.6542630581 -17.7516464031 0.747237093988 0.703475770142 0.706489154115 0.561585304183 0.111866462036 0.0144831169726 -17.1275486928 -17.7958848539 -17.3415699501 -21.1998554922 -20.4613271057 -17.3040739283 -20.5327975863 -16.7405498788 -17.013905017 -17.7661295201 -21.1320078274 5360.86019299
152 LED_PAR20_domestic_use_softwhite_color_Ledtech_brand_8W_120V_E26_2939K_ nan 1.87302300642 2.41803283807 0.0 0.593137484262 0.610657405982 -16.2894726073 -17.440721782 -18.1295635468 0.495267496045 0.296295409635 0.640292801871 1.37274423344 0.221495058818 -0.467346706025 -17.4024583124 -17.7961068168 -16.8953470223 -21.2628127352 -20.0869458419 -17.0690793565 -20.4699200605 -17.6318719063 -16.6141601766 -17.6622168408 -21.0805774665 5796.02974063
153 LED_PAR20_domestic_use_softwhite_color_Philips_brand_5W_120V_66Lm_2700K_ nan 1.88618230056 2.43547318239 0.0 0.580302425368 0.587184627225 -16.2505648715 -17.4160515343 -18.1834498256 0.486325213792 0.291992219344 0.681657179441 1.40693142867 0.241444765882 -0.525953525389 -17.4867882757 -17.7961752944 -16.8755158606 -21.2697523287 -20.0672976071 -17.0771938748 -20.4916446328 -17.8610545166 -16.6712964117 -17.6574963002 -21.07882926 5841.22093425
154 LED_PAR20_domestic_use_softwhite_color_Standard_brand_7W_120V_50Lum_3000K_ 4.38820225119 1.9569551586 2.52223554072 0.0 0.620266699771 0.616285196063 -16.1254232529 -17.4506070621 -18.1125967468 0.476775916599 0.283245254206 0.675491603922 1.55923869909 0.234054889874 -0.42793479483 -17.5071355262 -17.7960901425 -16.8539824933 -21.2614752238 -20.0642127303 -17.0643952522 -20.4808285505 -17.9632680867 -16.6025921856 -17.684661952 -21.0971137466 5854.30794984
155 LED_PAR20_domestic_use_softwhite_color_TCP_brand_10W_120V_60Lm_2400K_ nan 2.07069759461 2.60804382735 0.0 0.583309969221 0.579888209049 -16.0685084858 -17.3405620613 -18.3022847408 0.44186228338 0.247730276783 0.672826925538 1.55854927873 0.286495703313 -0.675226976228 -17.4924595833 -17.7962411235 -16.7714878187 -21.2862468032 -19.9719756342 -17.0437477954 -20.4827148786 -17.7817163368 -16.6260166805 -17.6270577646 -21.0626030877 5881.45783355
156 LED_PAR20_domestic_use_softwhite_color_TCP_brand_10W_120V_60Lm_2700K_ nan 1.93759513672 2.46873280019 0.0 0.59799057657 0.600558924541 -16.2027434498 -17.4085887934 -18.2305411814 0.491434839958 0.286009704582 0.666176810477 1.46374869379 0.25790335023 -0.564049037736 -17.462171803 -17.7961993211 -16.8867355389 -21.2715837367 -20.0785963485 -17.0685015671 -20.4834757441 -17.7233149137 -16.8000973371 -17.6664921436 -21.0840346687 5834.1895848
157 LED_PAR30LN_dim_domestic_use_coolwhite_color_Standard_brand_15W_56Lm_120V_5000K_50000H_ nan 1.15122963846 1.75096558314 0.0 0.533293159927 0.634833640541 -16.9406750845 -17.5983973856 -17.8266823808 0.65052851352 0.553268527577 0.646258345097 0.801135334552 0.143413033462 -0.0848719617483 -17.1721073038 -17.7958631936 -17.191167489 -21.2161578105 -20.3360788801 -17.2085172591 -20.4872825203 -16.9163221269 -16.782524522 -17.741810419 -21.1221161608 5479.30417243
158 LED_PAR30LN_dim_domestic_use_coolwhite_color_Standard_brand_15W_56Lum_120V_4000K_50000H_ nan 1.36907545097 1.90540013977 0.0 0.514079474549 0.561584990421 -16.8251286465 -17.5583435283 -18.0248211447 0.661006839789 0.46888706648 0.744481294868 0.898842448941 0.165627567173 -0.300850049221 -17.458299421 -17.7961718658 -17.208348458 -21.2365210273 -20.3517129992 -17.2098916209 -20.549511387 -17.868612878 -17.0641350471 -17.7239710954 -21.1110963774 5700.46853175
159 LED_PAR30_dim_domestic_use_EnergySmart_brand_10W_120V_50Lm_5000H_ nan 1.91445789234 2.45511343873 0.0 0.600086661235 0.611910839325 -16.2494257603 -17.4399536801 -18.1330547603 0.491278712632 0.288755541817 0.644870779285 1.41572253896 0.225194619218 -0.467906461005 -17.4219087745 -17.7961093518 -16.8865493244 -21.2633250945 -20.0816527079 -17.0650616381 -20.4709650014 -17.6950216766 -16.6201813563 -17.6651482993 -21.0828758408 5811.83453122
160 LED_PAR30_dim_domestic_use_softwhite_color_EnergySmart_brand_10W_120V_50Lum_3000K_5000H_ nan 1.91445789234 2.45511343873 0.0 0.600086661235 0.611910839325 -16.2494257603 -17.4399536801 -18.1330547603 0.491278712632 0.288755541817 0.644870779285 1.41572253896 0.225194619218 -0.467906461005 -17.4219087745 -17.7961093518 -16.8865493244 -21.2633250945 -20.0816527079 -17.0650616381 -20.4709650014 -17.6950216766 -16.6201813563 -17.6651482993 -21.0828758408 5811.83453122
161 LED_PAR30_dim_domestic_use_softwhite_color_EnergySmart_brand_10W_120V_50Lum_3000k_ 3.86946410142 1.97358059306 2.5101276388 0.0 0.608172483929 0.615844085562 -16.1919462136 -17.4334728949 -18.1408341365 0.481992247613 0.276423869025 0.640193122359 1.47152806945 0.23000138817 -0.477359853363 -17.4239778451 -17.7961121786 -16.86584618 -21.2649674326 -20.0657527662 -17.0553017992 -20.4665567714 -17.6949226894 -16.5990872625 -17.6634742831 -21.0824008569 5823.22901898
162 LED_PAR30_dim_domestic_use_softwhite_color_EnergySmart_brand_10W_45Lum_25000H_2700K_ nan 2.14418085299 2.68120080442 0.0 0.605101611834 0.599982792762 -16.016314053 -17.3770352051 -18.2135101976 0.436367412638 0.236339906821 0.65291087517 1.61932832442 0.258607172324 -0.577867820207 -17.4755866512 -17.7961538339 -16.7580248804 -21.2779832582 -19.9707876514 -17.0305407656 -20.4681595339 -17.8179060314 -16.4601975336 -17.6356423774 -21.0681423266 5882.24263269
163 LED_PAR30_dim_domestic_use_softwhite_color_Standard_brand_9W_57_ nan 1.46793403364 2.03560598412 0.0 0.530539806975 0.58059387281 -16.6856135141 -17.502007298 -18.0532305033 0.5794872162 0.413352491134 0.69309171571 1.00009715549 0.183703371533 -0.367519833761 -17.3979668795 -17.7960939913 -17.0657057842 -21.2479693689 -20.2233248937 -17.1551708626 -20.5105542641 -17.6806462656 -16.7235431434 -17.6857106695 -21.0911481369 5708.72325761
164 LED_PAR30_domestic_use_softwhite_color_Energizer_brand_50Lum_15W_3155K_ nan 1.95357560335 2.49680519474 0.0 0.611946517528 0.613063797803 -16.1726735286 -17.4477643159 -18.1319758875 0.490074676056 0.283448173093 0.662486117564 1.50564789866 0.230557111337 -0.453654460242 -17.4712887185 -17.7961250361 -16.883825293 -21.2624809709 -20.0858841262 -17.0663749097 -20.4785193815 -17.8425108274 -16.6943978945 -17.6783214272 -21.0915831793 5836.97796371
165 LED_PAR30_domestic_use_softwhite_color_Sylvania_brand_15W_120V_50_ 2.68745834331 1.60881589978 2.21688308921 0.0 0.527584786397 0.555070875305 -16.411317543 -17.4400363802 -18.1461785434 0.508974434362 0.357735856999 0.722594481395 1.24773116024 0.219012323021 -0.487129840228 -17.5299361493 -17.7961589974 -16.9250158606 -21.2647030633 -20.1056339264 -17.1314639168 -20.5241671051 -17.9627222881 -16.6194537965 -17.6590487032 -21.0792379804 5806.52081645
166 LED_PAR38_Enduraled_domestic_use_softwhite_color_Philips_brand_18W_120V_58_ 7.48197364272 1.977941496 2.49802386133 0.0 0.611120931978 0.619819663864 -16.2171792893 -17.4472770587 -18.1258070406 0.495142409715 0.277980090243 0.632294804357 1.45136737166 0.221269602294 -0.457260379636 -17.4064827173 -17.7961089483 -16.8950375105 -21.2619017528 -20.0919687868 -17.057425729 -20.4646224719 -17.6503900914 -16.6653199005 -17.668546661 -21.0844421358 5812.70641349
167 LED_PAR38_dim_domestic_use_softwhite_color_EnergySmart_brand_20W_55Lum_3000K_25000H_ nan 1.90434313188 2.42633855354 0.0 0.594029368568 0.608214220457 -16.2930986408 -17.4520303179 -18.12704003 0.509189951014 0.292219079241 0.642752748222 1.37348048565 0.21454880855 -0.46046090359 -17.4086971181 -17.7961281919 -16.9254030151 -21.261295693 -20.1147556721 -17.0725497579 -20.4740384862 -17.6557322602 -16.7093218643 -17.6665791264 -21.0822527066 5802.07768246
168 LED_PAR38_dim_domestic_use_softwhite_color_Standard_brand_20W_120V_60Lum_3000K_25000H_ 2.69323577157 1.66085665293 2.2482653807 0.0 0.578382362647 0.607782418071 -16.3680681426 -17.4615711329 -18.1322657571 0.522468979986 0.35368277127 0.656635179806 1.31789388482 0.224390894481 -0.446303729641 -17.4098766847 -17.7961106078 -16.953254332 -21.2575104475 -20.1377175765 -17.1075796648 -20.4862232322 -17.5682180458 -16.8105453604 -17.6859620274 -21.0940056503 5744.92403571
